datestamp_gauge,hourly_timestamp,Average of sentiment_score,Sum of distance_to_gauge_km,Count of post_id,Cunupia,Piarco,St. Augustine,St. Helena
12-04-2025 09:17:45-CR-005,12/04/2025 9:17,-0.636666667,6.67,3,0,1,0,2
12-04-2025 09:17:45-CR-006,12/04/2025 9:17,-0.59,4.98,1,0,0,0,1
12-04-2025 09:17:45-CR-007,12/04/2025 9:17,-0.43,0.91,1,0,1,0,0
12-04-2025 09:17:45-CR-008,12/04/2025 9:17,-0.65,6.7,3,0,2,0,1
12-04-2025 09:18:00-CR-001,12/04/2025 9:18,-0.385,1.9,2,0,0,2,0
12-04-2025 09:18:00-CR-002,12/04/2025 9:18,-0.376666667,6.35,3,2,1,0,0
12-04-2025 09:18:00-CR-003,12/04/2025 9:18,-0.5475,10.15,4,2,2,0,0
12-04-2025 09:18:00-CR-004,12/04/2025 9:18,-0.61,7.25,3,0,1,1,1
12-04-2025 09:18:00-CR-005,12/04/2025 9:18,-0.47,2.35,2,0,0,2,0
12-04-2025 09:18:00-CR-006,12/04/2025 9:18,-0.505,8.15,4,2,0,1,1
12-04-2025 09:18:00-CR-007,12/04/2025 9:18,-0.293333333,6.94,3,0,1,0,2
12-04-2025 09:18:00-CR-008,12/04/2025 9:18,-0.406666667,9.7,3,2,1,0,0
12-04-2025 09:18:15-CR-001,12/04/2025 9:18,-0.315,10.97,4,1,0,1,2
12-04-2025 09:18:15-CR-002,12/04/2025 9:18,-0.5325,11.13,4,0,2,1,1
12-04-2025 09:18:15-CR-003,12/04/2025 9:18,-0.46,7.22,2,0,0,2,0
12-04-2025 09:18:15-CR-004,12/04/2025 9:18,-0.486666667,4.27,3,2,0,1,0
12-04-2025 09:18:15-CR-005,12/04/2025 9:18,-0.366666667,9.27,3,1,0,1,1
12-04-2025 09:18:15-CR-006,12/04/2025 9:18,-0.55,2.51,1,0,1,0,0
12-04-2025 09:18:15-CR-007,12/04/2025 9:18,-0.4375,10.96,4,0,2,2,0
12-04-2025 09:18:15-CR-008,12/04/2025 9:18,-0.42,11.59,4,1,2,1,0
12-04-2025 09:18:30-CR-001,12/04/2025 9:18,-0.68,10.56,3,0,1,1,1
12-04-2025 09:18:30-CR-002,12/04/2025 9:18,-0.52,12.05,4,2,1,0,1
12-04-2025 09:18:30-CR-003,12/04/2025 9:18,-0.445,5.57,2,0,0,2,0
12-04-2025 09:18:30-CR-004,12/04/2025 9:18,-0.653333333,6.11,3,1,0,0,2
12-04-2025 09:18:30-CR-005,12/04/2025 9:18,-0.59,12.1,4,2,0,1,1
12-04-2025 09:18:30-CR-006,12/04/2025 9:18,-0.53,6.86,2,0,0,1,1
12-04-2025 09:18:30-CR-007,12/04/2025 9:18,-0.42,4.71,3,1,0,0,2
12-04-2025 09:18:30-CR-008,12/04/2025 9:18,-0.625,10.24,4,1,3,0,0
12-04-2025 09:18:45-CR-001,12/04/2025 9:18,-0.42,1.71,1,0,0,1,0
12-04-2025 09:18:45-CR-002,12/04/2025 9:18,-0.6825,8.32,4,2,0,1,1
12-04-2025 09:18:45-CR-003,12/04/2025 9:18,-0.316666667,9.18,3,1,0,0,2
12-04-2025 09:18:45-CR-004,12/04/2025 9:18,-0.28,3.79,1,0,1,0,0
12-04-2025 09:18:45-CR-005,12/04/2025 9:18,-0.49,3.63,1,0,0,0,1
12-04-2025 09:18:45-CR-006,12/04/2025 9:18,-0.59,1.8,1,0,0,1,0
12-04-2025 09:18:45-CR-007,12/04/2025 9:18,-0.733333333,5.61,3,1,0,1,1
12-04-2025 09:18:45-CR-008,12/04/2025 9:18,-0.4975,8.24,4,1,2,0,1
12-04-2025 09:19:00-CR-001,12/04/2025 9:19,-0.7525,10.35,4,1,0,1,2
12-04-2025 09:19:00-CR-002,12/04/2025 9:19,-0.34,0.34,1,0,0,0,1
12-04-2025 09:19:00-CR-003,12/04/2025 9:19,-0.39,1.17,1,0,0,1,0
12-04-2025 09:19:00-CR-004,12/04/2025 9:19,-0.565,5,2,2,0,0,0
12-04-2025 09:19:00-CR-005,12/04/2025 9:19,-0.66,2.15,1,0,0,1,0
12-04-2025 09:19:00-CR-006,12/04/2025 9:19,-0.48,10.97,4,2,1,1,0
12-04-2025 09:19:00-CR-007,12/04/2025 9:19,-0.7,8.77,2,0,1,0,1
12-04-2025 09:19:00-CR-008,12/04/2025 9:19,-0.47,9.38,2,0,1,0,1
12-04-2025 09:19:15-CR-001,12/04/2025 9:19,-0.415,15.64,4,0,1,0,3
12-04-2025 09:19:15-CR-002,12/04/2025 9:19,-0.32,4.38,1,1,0,0,0
12-04-2025 09:19:15-CR-003,12/04/2025 9:19,-0.64,12.84,4,1,1,2,0
12-04-2025 09:19:15-CR-004,12/04/2025 9:19,-0.45,0.25,1,1,0,0,0
12-04-2025 09:19:15-CR-005,12/04/2025 9:19,-0.4,12.35,4,1,0,2,1
12-04-2025 09:19:15-CR-006,12/04/2025 9:19,-0.405,1.82,2,0,1,0,1
12-04-2025 09:19:15-CR-007,12/04/2025 9:19,-0.59,4.7,1,0,1,0,0
12-04-2025 09:19:15-CR-008,12/04/2025 9:19,-0.45,1.71,1,0,0,0,1
12-04-2025 09:19:30-CR-001,12/04/2025 9:19,-0.626666667,7.55,3,0,3,0,0
12-04-2025 09:19:30-CR-002,12/04/2025 9:19,-0.663333333,8.39,3,1,1,0,1
12-04-2025 09:19:30-CR-003,12/04/2025 9:19,-0.426666667,8.95,3,0,1,2,0
12-04-2025 09:19:30-CR-004,12/04/2025 9:19,-0.743333333,10.27,3,0,0,0,3
12-04-2025 09:19:30-CR-005,12/04/2025 9:19,-0.625,14.23,4,0,1,2,1
12-04-2025 09:19:30-CR-006,12/04/2025 9:19,-0.65,5.99,3,0,0,2,1
12-04-2025 09:19:30-CR-007,12/04/2025 9:19,-0.425,6.47,4,0,0,1,3
12-04-2025 09:19:30-CR-008,12/04/2025 9:19,-0.48,5.85,3,0,0,1,2
12-04-2025 09:19:45-CR-001,12/04/2025 9:19,-0.55,8.5,4,1,2,0,1
12-04-2025 09:19:45-CR-002,12/04/2025 9:19,-0.465,4.31,2,0,1,0,1
12-04-2025 09:19:45-CR-003,12/04/2025 9:19,-0.5225,5.45,4,0,0,3,1
12-04-2025 09:19:45-CR-004,12/04/2025 9:19,-0.473333333,8.33,3,2,0,1,0
12-04-2025 09:19:45-CR-005,12/04/2025 9:19,-0.44,8.12,4,1,0,0,3
12-04-2025 09:19:45-CR-006,12/04/2025 9:19,-0.346666667,2.93,3,0,0,3,0
12-04-2025 09:19:45-CR-007,12/04/2025 9:19,-0.366666667,10.99,3,0,1,0,2
12-04-2025 09:19:45-CR-008,12/04/2025 9:19,-0.4975,11.71,4,0,2,1,1
12-04-2025 09:20:00-CR-001,12/04/2025 9:20,-0.52,12.27,4,2,0,1,1
12-04-2025 09:20:00-CR-002,12/04/2025 9:20,-0.65,3.84,1,0,0,0,1
12-04-2025 09:20:00-CR-003,12/04/2025 9:20,-0.41,1.44,1,0,1,0,0
12-04-2025 09:20:00-CR-004,12/04/2025 9:20,-0.585,11.02,4,3,1,0,0
12-04-2025 09:20:00-CR-005,12/04/2025 9:20,-0.443333333,6.01,3,1,1,0,1
12-04-2025 09:20:00-CR-006,12/04/2025 9:20,-0.97,4.69,1,1,0,0,0
12-04-2025 09:20:00-CR-007,12/04/2025 9:20,-0.6725,9.45,4,1,1,1,1
12-04-2025 09:20:00-CR-008,12/04/2025 9:20,-0.43,5.87,3,2,1,0,0
12-04-2025 09:20:15-CR-001,12/04/2025 9:20,-0.443333333,7.22,3,2,1,0,0
12-04-2025 09:20:15-CR-002,12/04/2025 9:20,-0.15,3.91,1,1,0,0,0
12-04-2025 09:20:15-CR-003,12/04/2025 9:20,-0.465,11.76,4,0,1,2,1
12-04-2025 09:20:15-CR-004,12/04/2025 9:20,-0.51,6.76,3,0,0,1,2
12-04-2025 09:20:15-CR-005,12/04/2025 9:20,-1,1.62,1,0,0,0,1
12-04-2025 09:20:15-CR-006,12/04/2025 9:20,-0.453333333,4.52,3,2,0,1,0
12-04-2025 09:20:15-CR-007,12/04/2025 9:20,-0.53,4.99,1,0,0,1,0
12-04-2025 09:20:15-CR-008,12/04/2025 9:20,-0.483333333,5.31,3,2,0,1,0
12-04-2025 09:20:30-CR-001,12/04/2025 9:20,-0.35,10.55,3,1,1,1,0
12-04-2025 09:20:30-CR-002,12/04/2025 9:20,-0.595,5.09,2,0,1,0,1
12-04-2025 09:20:30-CR-003,12/04/2025 9:20,-0.41,3.29,1,0,1,0,0
12-04-2025 09:20:30-CR-004,12/04/2025 9:20,-0.51,1.82,2,1,0,1,0
12-04-2025 09:20:30-CR-005,12/04/2025 9:20,-0.6075,8.71,4,1,2,1,0
12-04-2025 09:20:30-CR-006,12/04/2025 9:20,-0.255,12.02,4,1,2,1,0
12-04-2025 09:20:30-CR-007,12/04/2025 9:20,-0.55,4.52,1,0,0,1,0
12-04-2025 09:20:30-CR-008,12/04/2025 9:20,-0.3875,9.71,4,1,2,1,0
12-04-2025 09:20:45-CR-001,12/04/2025 9:20,-0.26,1.45,1,1,0,0,0
12-04-2025 09:20:45-CR-002,12/04/2025 9:20,-0.48,11.75,3,1,0,0,2
12-04-2025 09:20:45-CR-003,12/04/2025 9:20,-0.32,4.42,1,0,1,0,0
12-04-2025 09:20:45-CR-004,12/04/2025 9:20,-0.3725,10.29,4,1,1,1,1
12-04-2025 09:20:45-CR-005,12/04/2025 9:20,-0.29,4.86,1,1,0,0,0
12-04-2025 09:20:45-CR-006,12/04/2025 9:20,-0.43,3.09,2,0,0,1,1
12-04-2025 09:20:45-CR-007,12/04/2025 9:20,-0.545,3.92,2,0,0,0,2
12-04-2025 09:20:45-CR-008,12/04/2025 9:20,-0.49,1.69,2,0,1,1,0
12-04-2025 09:21:00-CR-001,12/04/2025 9:21,-0.4425,13.85,4,1,1,2,0
12-04-2025 09:21:00-CR-002,12/04/2025 9:21,-0.7,10.56,3,1,1,1,0
12-04-2025 09:21:00-CR-003,12/04/2025 9:21,-0.56,5.64,4,2,0,1,1
12-04-2025 09:21:00-CR-004,12/04/2025 9:21,-0.57,6.25,3,1,0,1,1
12-04-2025 09:21:00-CR-005,12/04/2025 9:21,-0.626666667,4.28,3,1,1,1,0
12-04-2025 09:21:00-CR-006,12/04/2025 9:21,-0.586666667,6.07,3,1,1,1,0
12-04-2025 09:21:00-CR-007,12/04/2025 9:21,-0.516666667,10.47,3,1,1,1,0
12-04-2025 09:21:00-CR-008,12/04/2025 9:21,-0.526666667,9.51,3,2,0,0,1
12-04-2025 09:21:15-CR-001,12/04/2025 9:21,-0.376666667,6.11,3,1,0,0,2
12-04-2025 09:21:15-CR-002,12/04/2025 9:21,-0.5075,12.83,4,0,0,3,1
12-04-2025 09:21:15-CR-003,12/04/2025 9:21,-0.555,13.92,4,0,1,1,2
12-04-2025 09:21:15-CR-004,12/04/2025 9:21,-0.36,3.18,1,1,0,0,0
12-04-2025 09:21:15-CR-005,12/04/2025 9:21,-0.3975,6.23,4,2,0,1,1
12-04-2025 09:21:15-CR-006,12/04/2025 9:21,-0.613333333,10.51,3,0,2,0,1
12-04-2025 09:21:15-CR-007,12/04/2025 9:21,-0.5175,7.84,4,0,0,2,2
12-04-2025 09:21:15-CR-008,12/04/2025 9:21,-0.37,10.29,4,2,0,1,1
12-04-2025 09:21:30-CR-001,12/04/2025 9:21,-0.32,3.99,2,0,0,1,1
12-04-2025 09:21:30-CR-002,12/04/2025 9:21,-0.73,4.71,1,0,1,0,0
12-04-2025 09:21:30-CR-003,12/04/2025 9:21,-0.865,3.05,2,0,1,1,0
12-04-2025 09:21:30-CR-004,12/04/2025 9:21,-0.3975,8.44,4,1,2,1,0
12-04-2025 09:21:30-CR-005,12/04/2025 9:21,-0.523333333,9.66,3,1,0,1,1
12-04-2025 09:21:30-CR-006,12/04/2025 9:21,-0.725,7.74,2,0,2,0,0
12-04-2025 09:21:30-CR-007,12/04/2025 9:21,-0.58,2.39,3,0,2,1,0
12-04-2025 09:21:30-CR-008,12/04/2025 9:21,-0.6275,15.23,4,0,1,3,0
12-04-2025 09:21:45-CR-001,12/04/2025 9:21,-0.62,1.51,1,1,0,0,0
12-04-2025 09:21:45-CR-002,12/04/2025 9:21,-0.62,4.93,2,2,0,0,0
12-04-2025 09:21:45-CR-003,12/04/2025 9:21,-0.62,13.53,4,1,2,1,0
12-04-2025 09:21:45-CR-004,12/04/2025 9:21,-0.55,11.28,4,0,1,2,1
12-04-2025 09:21:45-CR-005,12/04/2025 9:21,-0.605,16.4,4,1,1,1,1
12-04-2025 09:21:45-CR-006,12/04/2025 9:21,-0.423333333,8.52,3,0,0,2,1
12-04-2025 09:21:45-CR-007,12/04/2025 9:21,-0.78,3.11,1,0,0,0,1
12-04-2025 09:21:45-CR-008,12/04/2025 9:21,-0.485,12.87,4,0,0,2,2
12-04-2025 09:22:00-CR-001,12/04/2025 9:22,-0.54,10.51,4,1,0,1,2
12-04-2025 09:22:00-CR-002,12/04/2025 9:22,-0.92,1.88,1,0,1,0,0
12-04-2025 09:22:00-CR-003,12/04/2025 9:22,-0.406666667,7.79,3,0,2,1,0
12-04-2025 09:22:00-CR-004,12/04/2025 9:22,-0.61,8.07,4,0,0,2,2
12-04-2025 09:22:00-CR-005,12/04/2025 9:22,-0.44,0.82,1,0,0,0,1
12-04-2025 09:22:00-CR-006,12/04/2025 9:22,-0.5925,9.43,4,1,1,0,2
12-04-2025 09:22:00-CR-007,12/04/2025 9:22,-0.17,0.41,1,1,0,0,0
12-04-2025 09:22:00-CR-008,12/04/2025 9:22,-0.4025,11.14,4,1,1,2,0
12-04-2025 09:22:15-CR-001,12/04/2025 9:22,-0.49,8.35,2,1,1,0,0
12-04-2025 09:22:15-CR-002,12/04/2025 9:22,-0.5875,10.64,4,2,1,0,1
12-04-2025 09:22:15-CR-003,12/04/2025 9:22,-0.41,8.66,4,2,2,0,0
12-04-2025 09:22:15-CR-004,12/04/2025 9:22,-0.596666667,8.46,3,2,0,1,0
12-04-2025 09:22:15-CR-005,12/04/2025 9:22,-0.536666667,6.01,3,0,1,2,0
12-04-2025 09:22:15-CR-006,12/04/2025 9:22,-0.345,5.69,2,0,0,2,0
12-04-2025 09:22:15-CR-007,12/04/2025 9:22,-0.45,1.61,2,0,0,0,2
12-04-2025 09:22:15-CR-008,12/04/2025 9:22,-0.385,4.56,2,1,0,1,0
12-04-2025 09:22:30-CR-001,12/04/2025 9:22,-0.9,3.84,1,1,0,0,0
12-04-2025 09:22:30-CR-002,12/04/2025 9:22,-0.425,5.96,2,1,0,0,1
12-04-2025 09:22:30-CR-003,12/04/2025 9:22,-0.37,6.16,3,1,0,2,0
12-04-2025 09:22:30-CR-004,12/04/2025 9:22,-0.42,6.91,3,1,0,1,1
12-04-2025 09:22:30-CR-005,12/04/2025 9:22,-0.84,1.23,1,0,1,0,0
12-04-2025 09:22:30-CR-006,12/04/2025 9:22,-0.4,3.77,3,1,0,1,1
12-04-2025 09:22:30-CR-007,12/04/2025 9:22,-0.49,1.06,1,0,0,0,1
12-04-2025 09:22:30-CR-008,12/04/2025 9:22,-0.52,5.31,2,0,1,1,0
12-04-2025 09:22:45-CR-001,12/04/2025 9:22,-0.4625,9.21,4,1,0,1,2
12-04-2025 09:22:45-CR-002,12/04/2025 9:22,-0.51,3.18,1,0,1,0,0
12-04-2025 09:22:45-CR-003,12/04/2025 9:22,-0.383333333,7.31,3,0,1,2,0
12-04-2025 09:22:45-CR-004,12/04/2025 9:22,-0.48,8.58,2,0,1,1,0
12-04-2025 09:22:45-CR-005,12/04/2025 9:22,-0.535,6.4,2,0,1,1,0
12-04-2025 09:22:45-CR-006,12/04/2025 9:22,-0.195,2.23,2,0,1,1,0
12-04-2025 09:22:45-CR-007,12/04/2025 9:22,-0.446666667,8.85,3,0,1,2,0
12-04-2025 09:22:45-CR-008,12/04/2025 9:22,-0.493333333,11.91,3,2,0,0,1
12-04-2025 09:23:00-CR-001,12/04/2025 9:23,-0.775,5.37,2,0,1,0,1
12-04-2025 09:23:00-CR-002,12/04/2025 9:23,-0.6025,10.93,4,1,0,1,2
12-04-2025 09:23:00-CR-003,12/04/2025 9:23,-0.58,6.6,4,0,1,1,2
12-04-2025 09:23:00-CR-004,12/04/2025 9:23,-0.52,9.83,4,1,1,2,0
12-04-2025 09:23:00-CR-005,12/04/2025 9:23,-0.61,6.66,3,0,2,0,1
12-04-2025 09:23:00-CR-006,12/04/2025 9:23,-0.81,1.25,1,0,0,0,1
12-04-2025 09:23:00-CR-007,12/04/2025 9:23,-0.42,1.34,1,0,0,0,1
12-04-2025 09:23:00-CR-008,12/04/2025 9:23,-0.766666667,6.78,3,1,0,0,2
12-04-2025 09:23:15-CR-001,12/04/2025 9:23,-0.753333333,3.28,3,0,1,2,0
12-04-2025 09:23:15-CR-002,12/04/2025 9:23,-0.43,4.76,1,0,1,0,0
12-04-2025 09:23:15-CR-003,12/04/2025 9:23,-0.545,11,4,0,1,0,3
12-04-2025 09:23:15-CR-004,12/04/2025 9:23,-0.375,8.3,2,0,1,1,0
12-04-2025 09:23:15-CR-005,12/04/2025 9:23,-0.615,1.76,2,0,1,0,1
12-04-2025 09:23:15-CR-006,12/04/2025 9:23,-0.5475,7.59,4,1,1,1,1
12-04-2025 09:23:15-CR-007,12/04/2025 9:23,-0.28,0.57,1,0,0,1,0
12-04-2025 09:23:15-CR-008,12/04/2025 9:23,-0.575,0.73,2,0,0,1,1
12-04-2025 09:23:30-CR-001,12/04/2025 9:23,-0.39,4.62,1,1,0,0,0
12-04-2025 09:23:30-CR-002,12/04/2025 9:23,-0.64,3.4,2,0,1,0,1
12-04-2025 09:23:30-CR-003,12/04/2025 9:23,-0.57,2.24,1,1,0,0,0
12-04-2025 09:23:30-CR-004,12/04/2025 9:23,-0.565,13.81,4,2,0,0,2
12-04-2025 09:23:30-CR-005,12/04/2025 9:23,-0.435,16.69,4,1,1,1,1
12-04-2025 09:23:30-CR-006,12/04/2025 9:23,-0.353333333,8.52,3,0,1,1,1
12-04-2025 09:23:30-CR-007,12/04/2025 9:23,-0.44,13.92,4,1,1,1,1
12-04-2025 09:23:30-CR-008,12/04/2025 9:23,-0.275,7.04,2,0,0,1,1
12-04-2025 09:23:45-CR-001,12/04/2025 9:23,-0.425,7.01,2,1,1,0,0
12-04-2025 09:23:45-CR-002,12/04/2025 9:23,-0.535,9.02,2,0,1,1,0
12-04-2025 09:23:45-CR-003,12/04/2025 9:23,-0.31,3.51,1,0,0,0,1
12-04-2025 09:23:45-CR-004,12/04/2025 9:23,-0.45,0.41,1,0,0,0,1
12-04-2025 09:23:45-CR-005,12/04/2025 9:23,-0.446666667,6.84,3,0,0,1,2
12-04-2025 09:23:45-CR-006,12/04/2025 9:23,-0.406666667,2.7,3,0,1,1,1
12-04-2025 09:23:45-CR-007,12/04/2025 9:23,-0.593333333,6.02,3,0,0,1,2
12-04-2025 09:23:45-CR-008,12/04/2025 9:23,-0.48,3.36,1,0,0,0,1
12-04-2025 09:24:00-CR-001,12/04/2025 9:24,-0.45,3.99,1,0,0,1,0
12-04-2025 09:24:00-CR-002,12/04/2025 9:24,-0.35,8.9,4,0,1,2,1
12-04-2025 09:24:00-CR-003,12/04/2025 9:24,-0.365,3.94,2,0,0,2,0
12-04-2025 09:24:00-CR-004,12/04/2025 9:24,-0.5275,15.48,4,0,3,1,0
12-04-2025 09:24:00-CR-005,12/04/2025 9:24,-0.18,1.32,2,0,2,0,0
12-04-2025 09:24:00-CR-006,12/04/2025 9:24,-0.406666667,2.05,3,1,2,0,0
12-04-2025 09:24:00-CR-007,12/04/2025 9:24,-0.32,6.1,3,0,1,2,0
12-04-2025 09:24:00-CR-008,12/04/2025 9:24,-0.483333333,2.97,3,0,1,2,0
12-04-2025 09:24:15-CR-001,12/04/2025 9:24,-0.48,5.67,2,1,1,0,0
12-04-2025 09:24:15-CR-002,12/04/2025 9:24,-0.65,1.68,1,1,0,0,0
12-04-2025 09:24:15-CR-003,12/04/2025 9:24,-0.623333333,10.23,3,1,2,0,0
12-04-2025 09:24:15-CR-004,12/04/2025 9:24,-0.44,7.92,2,0,0,1,1
12-04-2025 09:24:15-CR-005,12/04/2025 9:24,-0.58,2.22,1,0,1,0,0
12-04-2025 09:24:15-CR-006,12/04/2025 9:24,-0.376666667,8.49,3,0,2,0,1
12-04-2025 09:24:15-CR-007,12/04/2025 9:24,-0.4175,12.67,4,1,2,0,1
12-04-2025 09:24:15-CR-008,12/04/2025 9:24,-0.4625,8.67,4,1,0,1,2
12-04-2025 09:24:30-CR-001,12/04/2025 9:24,-0.233333333,5.56,3,0,1,1,1
12-04-2025 09:24:30-CR-002,12/04/2025 9:24,-0.5875,10.7,4,3,0,0,1
12-04-2025 09:24:30-CR-003,12/04/2025 9:24,-0.32,15.17,4,0,2,1,1
12-04-2025 09:24:30-CR-004,12/04/2025 9:24,-0.43,4.91,1,0,0,0,1
12-04-2025 09:24:30-CR-005,12/04/2025 9:24,-0.475,12.54,4,0,0,0,4
12-04-2025 09:24:30-CR-006,12/04/2025 9:24,-0.433333333,9.85,3,3,0,0,0
12-04-2025 09:24:30-CR-007,12/04/2025 9:24,-0.19,1.7,1,1,0,0,0
12-04-2025 09:24:30-CR-008,12/04/2025 9:24,-0.556666667,7.36,3,0,1,1,1
12-04-2025 09:24:45-CR-001,12/04/2025 9:24,-0.46,7.94,2,1,0,1,0
12-04-2025 09:24:45-CR-002,12/04/2025 9:24,-0.715,9.56,4,0,1,2,1
12-04-2025 09:24:45-CR-003,12/04/2025 9:24,-0.46,7.98,3,2,1,0,0
12-04-2025 09:24:45-CR-004,12/04/2025 9:24,-0.655,15.8,4,2,1,0,1
12-04-2025 09:24:45-CR-005,12/04/2025 9:24,-0.61,2.09,2,0,0,1,1
12-04-2025 09:24:45-CR-006,12/04/2025 9:24,-0.626666667,2.83,3,1,0,0,2
12-04-2025 09:24:45-CR-007,12/04/2025 9:24,-0.46,0.11,1,0,1,0,0
12-04-2025 09:24:45-CR-008,12/04/2025 9:24,-0.385,4.98,2,0,0,2,0
12-04-2025 09:25:00-CR-001,12/04/2025 9:25,-0.366666667,8.16,3,2,0,1,0
12-04-2025 09:25:00-CR-002,12/04/2025 9:25,-0.24,3.4,1,0,0,1,0
12-04-2025 09:25:00-CR-003,12/04/2025 9:25,-0.35,6.66,2,1,0,1,0
12-04-2025 09:25:00-CR-004,12/04/2025 9:25,-0.4425,7.12,4,0,1,2,1
12-04-2025 09:25:00-CR-005,12/04/2025 9:25,-0.71,4.27,1,0,0,1,0
12-04-2025 09:25:00-CR-006,12/04/2025 9:25,-0.503333333,9.04,3,3,0,0,0
12-04-2025 09:25:00-CR-007,12/04/2025 9:25,-0.47,8.61,3,2,0,0,1
12-04-2025 09:25:00-CR-008,12/04/2025 9:25,-0.473333333,7.2,3,1,2,0,0
12-04-2025 09:25:15-CR-001,12/04/2025 9:25,-0.5,0.32,1,1,0,0,0
12-04-2025 09:25:15-CR-002,12/04/2025 9:25,-0.48,2.51,1,0,0,1,0
12-04-2025 09:25:15-CR-003,12/04/2025 9:25,-0.596666667,8.47,3,1,2,0,0
12-04-2025 09:25:15-CR-004,12/04/2025 9:25,-0.57,8.28,2,0,1,1,0
12-04-2025 09:25:15-CR-005,12/04/2025 9:25,-0.47,2.01,1,0,1,0,0
12-04-2025 09:25:15-CR-006,12/04/2025 9:25,-0.475,11.57,4,2,0,0,2
12-04-2025 09:25:15-CR-007,12/04/2025 9:25,-0.91,3.91,1,0,1,0,0
12-04-2025 09:25:15-CR-008,12/04/2025 9:25,-0.58,3.06,2,1,0,1,0
12-04-2025 09:25:30-CR-001,12/04/2025 9:25,-0.5125,7.7,4,2,0,2,0
12-04-2025 09:25:30-CR-002,12/04/2025 9:25,-0.645,7.41,2,0,2,0,0
12-04-2025 09:25:30-CR-003,12/04/2025 9:25,-0.355,13.24,4,0,1,2,1
12-04-2025 09:25:30-CR-004,12/04/2025 9:25,-0.63,7.37,4,1,1,1,1
12-04-2025 09:25:30-CR-005,12/04/2025 9:25,-0.37,9.78,3,0,1,2,0
12-04-2025 09:25:30-CR-006,12/04/2025 9:25,-0.443333333,5.9,3,1,0,0,2
12-04-2025 09:25:30-CR-007,12/04/2025 9:25,-0.35,7.7,2,1,0,0,1
12-04-2025 09:25:30-CR-008,12/04/2025 9:25,-0.61,4.35,1,0,1,0,0
12-04-2025 09:25:45-CR-001,12/04/2025 9:25,-0.67,7.57,2,0,0,0,2
12-04-2025 09:25:45-CR-002,12/04/2025 9:25,-0.48,12.83,3,2,0,0,1
12-04-2025 09:25:45-CR-003,12/04/2025 9:25,-0.465,6.47,2,0,0,1,1
12-04-2025 09:25:45-CR-004,12/04/2025 9:25,-0.46,3.17,1,0,0,1,0
12-04-2025 09:25:45-CR-005,12/04/2025 9:25,-0.546666667,7.32,3,1,0,2,0
12-04-2025 09:25:45-CR-006,12/04/2025 9:25,-0.5725,12.21,4,2,0,1,1
12-04-2025 09:25:45-CR-007,12/04/2025 9:25,-0.746666667,5.57,3,0,2,0,1
12-04-2025 09:25:45-CR-008,12/04/2025 9:25,-0.31,2.94,1,0,0,1,0
12-04-2025 09:26:00-CR-001,12/04/2025 9:26,-0.56,5.81,2,0,1,1,0
12-04-2025 09:26:00-CR-002,12/04/2025 9:26,-0.536666667,3.32,3,0,1,1,1
12-04-2025 09:26:00-CR-003,12/04/2025 9:26,-0.61,3.3,2,0,2,0,0
12-04-2025 09:26:00-CR-004,12/04/2025 9:26,-0.22,1.63,1,1,0,0,0
12-04-2025 09:26:00-CR-005,12/04/2025 9:26,-0.57,2.11,2,2,0,0,0
12-04-2025 09:26:00-CR-006,12/04/2025 9:26,-0.41,3.08,1,0,1,0,0
12-04-2025 09:26:00-CR-007,12/04/2025 9:26,-0.4275,14.15,4,0,0,2,2
12-04-2025 09:26:00-CR-008,12/04/2025 9:26,-0.423333333,2.81,3,0,0,2,1
12-04-2025 09:26:15-CR-001,12/04/2025 9:26,-0.48,8.72,4,2,2,0,0
12-04-2025 09:26:15-CR-002,12/04/2025 9:26,-0.653333333,9.17,3,0,1,1,1
12-04-2025 09:26:15-CR-003,12/04/2025 9:26,-0.57,4.7,1,1,0,0,0
12-04-2025 09:26:15-CR-004,12/04/2025 9:26,-0.593333333,5.7,3,1,1,0,1
12-04-2025 09:26:15-CR-005,12/04/2025 9:26,-0.61,0.58,1,0,1,0,0
12-04-2025 09:26:15-CR-006,12/04/2025 9:26,-0.535,10.31,4,3,1,0,0
12-04-2025 09:26:15-CR-007,12/04/2025 9:26,-0.5025,11.62,4,1,1,2,0
12-04-2025 09:26:15-CR-008,12/04/2025 9:26,-0.486666667,10.14,3,0,0,3,0
12-04-2025 09:26:30-CR-001,12/04/2025 9:26,-0.705,11.39,4,0,2,1,1
12-04-2025 09:26:30-CR-002,12/04/2025 9:26,-0.49,14.57,4,0,0,2,2
12-04-2025 09:26:30-CR-003,12/04/2025 9:26,-0.4925,7.3,4,1,0,3,0
12-04-2025 09:26:30-CR-004,12/04/2025 9:26,-0.77,3.35,2,1,1,0,0
12-04-2025 09:26:30-CR-005,12/04/2025 9:26,-0.416666667,3.82,3,0,1,1,1
12-04-2025 09:26:30-CR-006,12/04/2025 9:26,-0.505,4.62,4,1,0,2,1
12-04-2025 09:26:30-CR-007,12/04/2025 9:26,-0.295,6.79,2,0,1,0,1
12-04-2025 09:26:30-CR-008,12/04/2025 9:26,-0.61,8.36,2,1,0,0,1
12-04-2025 09:26:45-CR-001,12/04/2025 9:26,-0.65,7.13,2,1,0,0,1
12-04-2025 09:26:45-CR-002,12/04/2025 9:26,-0.64,2.02,1,0,0,1,0
