Timestamp,Sensor ID,Time_Sensor_ID,Latitude,Longitude,Location,Predicted Rainfall (mm),Actual Rainfall (mm),Predicted Windspeed (km/h),Actual Windspeed (km/h),Predicted Temperature (°C),Actual Temperature (°C),Predicted Humidity (%),Actual Humidity (%),Predicted Storm,Actual Storm,Flood Event
3/16/2025 4:00,CR-007,16-03-2025 04-00-00-CR-007,10.578663,-61.291224,Sangre Grande,44.1,49.9,19.4,15.2,30.3,31.9,63,75.2,Rainy,Storm,No
3/16/2025 4:00,CR-008,16-03-2025 04-00-00-CR-008,10.5799,-61.255061,Arima,39.1,25,27.7,7.2,26.2,27.8,81.7,78.6,Rainy,Rainy,No
3/16/2025 4:00,CITY-PortofSpain,16-03-2025 04-00-00-CITY-PortofSpain,10.6678,-61.5189,Port of Spain,28.9,26.6,12.4,17,26.4,27.1,65.5,82.7,Cloudy,Clear,No
3/16/2025 4:00,CITY-SanFernando,16-03-2025 04-00-00-CITY-SanFernando,10.28,-61.4595,San Fernando,43.4,15.9,10.6,24.1,30,26.1,64.4,84.4,Storm,Storm,No
3/16/2025 4:00,CITY-Chaguanas,16-03-2025 04-00-00-CITY-Chaguanas,10.5167,-61.4167,Chaguanas,32.8,22.3,28,8.1,24.1,29.6,84.9,60.1,Cloudy,Storm,No
3/16/2025 4:00,CITY-Arima,16-03-2025 04-00-00-CITY-Arima,10.6333,-61.2833,Arima,26.1,20.5,19.7,5.2,25,29,74.1,71.9,Clear,Clear,No
3/16/2025 4:00,CITY-PointFortin,16-03-2025 04-00-00-CITY-PointFortin,10.176,-61.6863,Point Fortin,37.2,48.7,24.3,12.7,27.1,31.5,69.5,86.3,Storm,Storm,No
3/16/2025 4:00,CITY-SangreGrande,16-03-2025 04-00-00-CITY-SangreGrande,10.5833,-61.1167,Sangre Grande,49.3,27.2,19,7.7,25.2,25.6,73.8,80.2,Rainy,Rainy,No
3/16/2025 4:00,CITY-Couva,16-03-2025 04-00-00-CITY-Couva,10.4256,-61.4675,Couva,23.4,12.3,14.4,18.3,30.8,30.2,83.5,75,Clear,Clear,No
3/16/2025 4:00,CITY-PrincesTown,16-03-2025 04-00-00-CITY-PrincesTown,10.2711,-61.3711,Princes Town,11,38.1,5.1,12.9,28.9,24.5,67.1,71.9,Cloudy,Cloudy,No
3/16/2025 5:00,CR-001,16-03-2025 05-00-00-CR-001,10.62038,-61.466257,Port of Spain,38.5,27.6,9.4,29.8,28,31,67,79.1,Clear,Storm,No
3/16/2025 5:00,CR-002,16-03-2025 05-00-00-CR-002,10.617247,-61.43931,Chaguanas,31.1,41.4,20.3,19.4,29.9,30.2,65.7,74.4,Storm,Storm,No
3/16/2025 5:00,CR-003,16-03-2025 05-00-00-CR-003,10.616628,-61.420142,Couva,40.6,8.7,12.7,9.7,31.2,25.5,64.6,65.3,Cloudy,Cloudy,No
3/16/2025 5:00,CR-004,16-03-2025 05-00-00-CR-004,10.609654,-61.395995,San Fernando,13.3,6.7,20.5,24.3,31.8,27.2,64.7,88.9,Rainy,Cloudy,No
3/16/2025 5:00,CR-005,16-03-2025 05-00-00-CR-005,10.606111,-61.374422,Princes Town,22.8,37.7,9.2,6.6,30.1,25.7,76.7,84.8,Clear,Cloudy,No
3/16/2025 5:00,CR-006,16-03-2025 05-00-00-CR-006,10.582769,-61.341406,Point Fortin,31.6,30.8,28.7,6.8,30.1,24.9,78,80,Storm,Storm,No
3/16/2025 5:00,CR-007,16-03-2025 05-00-00-CR-007,10.578663,-61.291224,Sangre Grande,29.8,45.9,11.1,23.8,31,29.9,68.3,75,Rainy,Rainy,No
3/16/2025 5:00,CR-008,16-03-2025 05-00-00-CR-008,10.5799,-61.255061,Arima,7.8,9.6,26.5,20.5,25.7,24.3,60.9,63.2,Storm,Storm,No
3/16/2025 5:00,CITY-PortofSpain,16-03-2025 05-00-00-CITY-PortofSpain,10.6678,-61.5189,Port of Spain,41,19.8,12.8,5.4,29.3,26.7,63.4,68,Storm,Rainy,No
3/16/2025 5:00,CITY-SanFernando,16-03-2025 05-00-00-CITY-SanFernando,10.28,-61.4595,San Fernando,24.5,37.3,22.9,24.5,25.1,26.5,89.1,74.2,Storm,Clear,No
3/16/2025 5:00,CITY-Chaguanas,16-03-2025 05-00-00-CITY-Chaguanas,10.5167,-61.4167,Chaguanas,5.6,30,23.8,21.2,24.6,29,82.6,66.5,Rainy,Rainy,No
3/16/2025 5:00,CITY-Arima,16-03-2025 05-00-00-CITY-Arima,10.6333,-61.2833,Arima,26.5,42.8,21.9,12,24.6,27.3,80.6,88.2,Rainy,Rainy,No
3/16/2025 5:00,CITY-PointFortin,16-03-2025 05-00-00-CITY-PointFortin,10.176,-61.6863,Point Fortin,0.4,43.4,7,20.3,29.5,25.1,88.3,70.6,Rainy,Storm,No
3/16/2025 5:00,CITY-SangreGrande,16-03-2025 05-00-00-CITY-SangreGrande,10.5833,-61.1167,Sangre Grande,12.4,49,9.9,20.9,24.5,28.1,89.2,73.5,Clear,Clear,No
3/16/2025 5:00,CITY-Couva,16-03-2025 05-00-00-CITY-Couva,10.4256,-61.4675,Couva,26.8,22.4,27,19.7,31.7,31.8,85.2,86.3,Storm,Storm,No
3/16/2025 5:00,CITY-PrincesTown,16-03-2025 05-00-00-CITY-PrincesTown,10.2711,-61.3711,Princes Town,33.2,6.5,19.6,24.4,29.4,25.2,67.4,75.8,Storm,Storm,No
3/16/2025 6:00,CR-001,16-03-2025 06-00-00-CR-001,10.62038,-61.466257,Port of Spain,27,34.4,14,10,24.6,25.1,86.5,70.5,Storm,Clear,No
3/16/2025 6:00,CR-002,16-03-2025 06-00-00-CR-002,10.617247,-61.43931,Chaguanas,4.1,27.5,26.3,28.8,27.9,27.7,65,60.6,Cloudy,Cloudy,No
3/16/2025 6:00,CR-003,16-03-2025 06-00-00-CR-003,10.616628,-61.420142,Couva,30.1,15.4,20.1,22.2,30.3,29.4,75.8,86,Cloudy,Clear,No
3/16/2025 6:00,CR-004,16-03-2025 06-00-00-CR-004,10.609654,-61.395995,San Fernando,25.3,37.5,8.3,6,27.6,30.7,82.5,82.6,Cloudy,Cloudy,No
3/16/2025 6:00,CR-005,16-03-2025 06-00-00-CR-005,10.606111,-61.374422,Princes Town,20,25.8,26.3,27.1,27.4,26.5,76.5,63.7,Cloudy,Clear,No
3/16/2025 6:00,CR-006,16-03-2025 06-00-00-CR-006,10.582769,-61.341406,Point Fortin,9.7,42,19.9,5.9,31.5,27.3,65.6,82.4,Cloudy,Rainy,No
3/16/2025 6:00,CR-007,16-03-2025 06-00-00-CR-007,10.578663,-61.291224,Sangre Grande,40.3,26.2,12.8,6.1,31.9,31.6,76.3,89.9,Clear,Clear,No
3/16/2025 6:00,CR-008,16-03-2025 06-00-00-CR-008,10.5799,-61.255061,Arima,44.1,11.8,26.1,17,28.2,25.4,83.9,66.7,Storm,Clear,No
3/16/2025 6:00,CITY-PortofSpain,16-03-2025 06-00-00-CITY-PortofSpain,10.6678,-61.5189,Port of Spain,30.6,36.7,25.2,25,27.8,30.6,67.9,67.2,Clear,Cloudy,No
3/16/2025 6:00,CITY-SanFernando,16-03-2025 06-00-00-CITY-SanFernando,10.28,-61.4595,San Fernando,41.2,20.7,11,24.9,29.6,26.7,69,76.1,Clear,Rainy,No
3/16/2025 6:00,CITY-Chaguanas,16-03-2025 06-00-00-CITY-Chaguanas,10.5167,-61.4167,Chaguanas,27,7.6,15.7,23.5,26.3,31.4,78,89,Storm,Storm,No
3/16/2025 6:00,CITY-Arima,16-03-2025 06-00-00-CITY-Arima,10.6333,-61.2833,Arima,34.7,31.8,26.4,13.2,30.7,30.2,89,63.9,Storm,Clear,No
3/16/2025 6:00,CITY-PointFortin,16-03-2025 06-00-00-CITY-PointFortin,10.176,-61.6863,Point Fortin,40.7,23.7,13.2,22.9,30,24.8,61.7,65,Storm,Storm,No
3/16/2025 6:00,CITY-SangreGrande,16-03-2025 06-00-00-CITY-SangreGrande,10.5833,-61.1167,Sangre Grande,14.7,38.9,25.9,21.7,28.2,26.9,74.7,63.1,Cloudy,Clear,No
3/16/2025 6:00,CITY-Couva,16-03-2025 06-00-00-CITY-Couva,10.4256,-61.4675,Couva,46.3,5,6,18.6,25.5,30.6,71,83.4,Cloudy,Clear,No
3/16/2025 6:00,CITY-PrincesTown,16-03-2025 06-00-00-CITY-PrincesTown,10.2711,-61.3711,Princes Town,44,23.9,11.4,22.6,24.9,30.2,75,90,Clear,Storm,No
3/16/2025 7:00,CR-001,16-03-2025 07-00-00-CR-001,10.62038,-61.466257,Port of Spain,45.2,38.1,8.8,26.3,29.3,26.9,84.9,73,Clear,Storm,No
3/16/2025 7:00,CR-002,16-03-2025 07-00-00-CR-002,10.617247,-61.43931,Chaguanas,15.3,22.4,23.2,14.8,24.9,28.3,80.5,66.6,Clear,Clear,No
3/16/2025 7:00,CR-003,16-03-2025 07-00-00-CR-003,10.616628,-61.420142,Couva,47.4,18.6,14.4,16.2,30.8,24.3,79.6,88.6,Clear,Clear,No
3/16/2025 7:00,CR-004,16-03-2025 07-00-00-CR-004,10.609654,-61.395995,San Fernando,22.8,47.1,16.7,22,25.8,29.9,81.6,63.3,Storm,Rainy,No
3/16/2025 7:00,CR-005,16-03-2025 07-00-00-CR-005,10.606111,-61.374422,Princes Town,42.7,48.3,18,17.4,28.9,25.4,88.4,62.8,Storm,Cloudy,No
3/16/2025 7:00,CR-006,16-03-2025 07-00-00-CR-006,10.582769,-61.341406,Point Fortin,36.8,12.9,28.4,11.9,27.4,30.5,76.3,64.8,Cloudy,Rainy,No
3/16/2025 7:00,CR-007,16-03-2025 07-00-00-CR-007,10.578663,-61.291224,Sangre Grande,10.8,12.9,15.9,24.4,25.3,27.8,62.7,73.4,Storm,Storm,No
3/16/2025 7:00,CR-008,16-03-2025 07-00-00-CR-008,10.5799,-61.255061,Arima,48.4,9.6,8.4,12.9,26.7,27.4,80.5,60.4,Storm,Storm,No
3/16/2025 7:00,CITY-PortofSpain,16-03-2025 07-00-00-CITY-PortofSpain,10.6678,-61.5189,Port of Spain,44.7,0.8,11.2,9.5,28.9,24.6,82.4,77.9,Clear,Clear,No
3/16/2025 7:00,CITY-SanFernando,16-03-2025 07-00-00-CITY-SanFernando,10.28,-61.4595,San Fernando,32.9,24.5,6.9,17.8,26.7,31.2,87,83.1,Clear,Storm,No
3/16/2025 7:00,CITY-Chaguanas,16-03-2025 07-00-00-CITY-Chaguanas,10.5167,-61.4167,Chaguanas,0.7,22.5,26.5,5.2,29.5,24.5,80.1,70,Rainy,Storm,No
3/16/2025 7:00,CITY-Arima,16-03-2025 07-00-00-CITY-Arima,10.6333,-61.2833,Arima,26.9,41.9,15.8,8.2,27.9,29.2,69.1,77.3,Storm,Storm,No
3/16/2025 7:00,CITY-PointFortin,16-03-2025 07-00-00-CITY-PointFortin,10.176,-61.6863,Point Fortin,36.8,37.2,15,27.7,28.9,26.9,66.2,62.8,Cloudy,Storm,No
3/16/2025 7:00,CITY-SangreGrande,16-03-2025 07-00-00-CITY-SangreGrande,10.5833,-61.1167,Sangre Grande,24.5,31.5,11.6,28.2,26.2,26.7,68.1,62.8,Storm,Rainy,No
3/16/2025 7:00,CITY-Couva,16-03-2025 07-00-00-CITY-Couva,10.4256,-61.4675,Couva,2.5,9.1,8,30,25.3,31.1,85.5,88.4,Rainy,Rainy,No
3/16/2025 7:00,CITY-PrincesTown,16-03-2025 07-00-00-CITY-PrincesTown,10.2711,-61.3711,Princes Town,45.2,38.6,9,22.9,25.5,30.1,63.1,86,Cloudy,Cloudy,No
3/16/2025 8:00,CR-001,16-03-2025 08-00-00-CR-001,10.62038,-61.466257,Port of Spain,7.5,15.6,9.5,23.9,31.9,31.4,83.1,90,Rainy,Rainy,No
3/16/2025 8:00,CR-002,16-03-2025 08-00-00-CR-002,10.617247,-61.43931,Chaguanas,32.7,10.5,6.5,15.1,26.1,27.2,71.9,73.9,Rainy,Rainy,No
3/16/2025 8:00,CR-003,16-03-2025 08-00-00-CR-003,10.616628,-61.420142,Couva,16.3,0.2,9.9,27.2,24.3,24.8,81.1,63.2,Storm,Rainy,No
3/16/2025 8:00,CR-004,16-03-2025 08-00-00-CR-004,10.609654,-61.395995,San Fernando,7.6,37.6,12.5,10.6,25.1,30.9,64.8,76,Rainy,Clear,No
3/16/2025 8:00,CR-005,16-03-2025 08-00-00-CR-005,10.606111,-61.374422,Princes Town,1.6,8.3,10,21.6,28.9,27.7,66.5,71.4,Clear,Cloudy,No
3/16/2025 8:00,CR-006,16-03-2025 08-00-00-CR-006,10.582769,-61.341406,Point Fortin,38.2,43.5,10.1,6,25.5,25,84,84.3,Rainy,Storm,No
3/16/2025 8:00,CR-007,16-03-2025 08-00-00-CR-007,10.578663,-61.291224,Sangre Grande,18.6,31.2,5.7,19.8,28.6,24.7,80.5,60.4,Clear,Storm,No
3/16/2025 8:00,CR-008,16-03-2025 08-00-00-CR-008,10.5799,-61.255061,Arima,7,41.7,11.4,20.9,31.8,27.2,79.1,87.7,Storm,Clear,No
3/16/2025 8:00,CITY-PortofSpain,16-03-2025 08-00-00-CITY-PortofSpain,10.6678,-61.5189,Port of Spain,42.4,41.9,15.8,16.3,25.1,27.7,85,74.4,Rainy,Rainy,No
3/16/2025 8:00,CITY-SanFernando,16-03-2025 08-00-00-CITY-SanFernando,10.28,-61.4595,San Fernando,28.5,23,13.3,9.3,25.6,30.6,85.3,83.7,Rainy,Clear,No
3/16/2025 8:00,CITY-Chaguanas,16-03-2025 08-00-00-CITY-Chaguanas,10.5167,-61.4167,Chaguanas,47.1,30.4,11.4,10.1,30,28.7,61.9,69.6,Rainy,Clear,No
3/16/2025 8:00,CITY-Arima,16-03-2025 08-00-00-CITY-Arima,10.6333,-61.2833,Arima,23.5,43,7.6,21.4,24,26.6,73.8,75.5,Rainy,Rainy,No
3/16/2025 8:00,CITY-PointFortin,16-03-2025 08-00-00-CITY-PointFortin,10.176,-61.6863,Point Fortin,39.6,30.3,25.6,24.3,27.1,25.4,74.9,67,Storm,Cloudy,No
3/16/2025 8:00,CITY-SangreGrande,16-03-2025 08-00-00-CITY-SangreGrande,10.5833,-61.1167,Sangre Grande,35.9,4.2,19.6,22.2,26.7,25.9,75.6,89.1,Storm,Clear,No
3/16/2025 8:00,CITY-Couva,16-03-2025 08-00-00-CITY-Couva,10.4256,-61.4675,Couva,28,9.5,25.1,9.7,27.6,25.3,69.1,63,Clear,Cloudy,No
3/16/2025 8:00,CITY-PrincesTown,16-03-2025 08-00-00-CITY-PrincesTown,10.2711,-61.3711,Princes Town,31.4,17.3,19.1,9.7,29.7,30.8,62.7,70.2,Rainy,Rainy,No
3/16/2025 9:00,CR-001,16-03-2025 09-00-00-CR-001,10.62038,-61.466257,Port of Spain,8.5,18.7,23.6,21.8,30.4,30.6,66.2,88.5,Cloudy,Clear,No
3/16/2025 9:00,CR-002,16-03-2025 09-00-00-CR-002,10.617247,-61.43931,Chaguanas,31,27.1,25.3,9.2,26,27.8,60.6,72.3,Cloudy,Cloudy,No
3/16/2025 9:00,CR-003,16-03-2025 09-00-00-CR-003,10.616628,-61.420142,Couva,14.1,6.1,6.9,17.8,28.8,27.4,61,65.9,Cloudy,Cloudy,No
3/16/2025 9:00,CR-004,16-03-2025 09-00-00-CR-004,10.609654,-61.395995,San Fernando,29.9,5,17.4,7.9,29.9,27.1,73.1,84,Storm,Storm,No
3/16/2025 9:00,CR-005,16-03-2025 09-00-00-CR-005,10.606111,-61.374422,Princes Town,42.7,28.3,14.6,20.5,28.2,29.9,71.1,67.2,Clear,Cloudy,No
3/16/2025 9:00,CR-006,16-03-2025 09-00-00-CR-006,10.582769,-61.341406,Point Fortin,13.7,8.4,10.7,7.2,31.3,27.1,71,63.4,Rainy,Storm,No
3/16/2025 9:00,CR-007,16-03-2025 09-00-00-CR-007,10.578663,-61.291224,Sangre Grande,37.7,11.2,9.1,16.8,24.9,25.5,80.7,66.2,Clear,Clear,No
3/16/2025 9:00,CR-008,16-03-2025 09-00-00-CR-008,10.5799,-61.255061,Arima,1.2,20.9,15,24.5,31.8,24.3,75,71.2,Rainy,Rainy,No
3/16/2025 9:00,CITY-PortofSpain,16-03-2025 09-00-00-CITY-PortofSpain,10.6678,-61.5189,Port of Spain,47.6,19.4,18.1,20.2,24.7,27.8,79.2,89.3,Cloudy,Cloudy,No
3/16/2025 9:00,CITY-SanFernando,16-03-2025 09-00-00-CITY-SanFernando,10.28,-61.4595,San Fernando,19.1,0.2,17.9,23,26.8,28.6,62.1,89.2,Clear,Storm,No
3/16/2025 9:00,CITY-Chaguanas,16-03-2025 09-00-00-CITY-Chaguanas,10.5167,-61.4167,Chaguanas,21.8,19.4,18.7,14.3,27.6,31.9,76.3,80.6,Rainy,Storm,No
3/16/2025 9:00,CITY-Arima,16-03-2025 09-00-00-CITY-Arima,10.6333,-61.2833,Arima,33.8,18.1,7.9,21.4,27.9,30.5,89.2,81,Storm,Storm,No
3/16/2025 9:00,CITY-PointFortin,16-03-2025 09-00-00-CITY-PointFortin,10.176,-61.6863,Point Fortin,7.6,41.4,5.7,8.7,26.3,29.2,72.8,75.9,Cloudy,Cloudy,No
3/16/2025 9:00,CITY-SangreGrande,16-03-2025 09-00-00-CITY-SangreGrande,10.5833,-61.1167,Sangre Grande,5.4,34.3,5.5,8.5,31.2,26.2,77.5,63.9,Clear,Clear,No
3/16/2025 9:00,CITY-Couva,16-03-2025 09-00-00-CITY-Couva,10.4256,-61.4675,Couva,43,28.1,25.3,6.2,31,31.2,62.9,62.7,Clear,Clear,No
3/16/2025 9:00,CITY-PrincesTown,16-03-2025 09-00-00-CITY-PrincesTown,10.2711,-61.3711,Princes Town,40,38.9,12,26.6,28.5,26,77.3,89.4,Clear,Storm,No
3/16/2025 10:00,CR-001,16-03-2025 10-00-00-CR-001,10.62038,-61.466257,Port of Spain,34.6,24.4,7.6,12.9,25.6,26.2,74.6,87.7,Storm,Storm,No
3/16/2025 10:00,CR-002,16-03-2025 10-00-00-CR-002,10.617247,-61.43931,Chaguanas,6.4,40.6,12.3,6.7,25.2,24.9,79.3,63,Cloudy,Cloudy,No
3/16/2025 10:00,CR-003,16-03-2025 10-00-00-CR-003,10.616628,-61.420142,Couva,25.6,6.3,29.9,19.4,25.9,29.4,80.1,87.5,Clear,Clear,No
3/16/2025 10:00,CR-004,16-03-2025 10-00-00-CR-004,10.609654,-61.395995,San Fernando,31.9,46.8,11.8,11.3,24.9,30.2,74.8,77.2,Rainy,Rainy,No
3/16/2025 10:00,CR-005,16-03-2025 10-00-00-CR-005,10.606111,-61.374422,Princes Town,3.4,3.9,12.7,16.5,30.5,31.6,60.6,87.6,Cloudy,Rainy,No
3/16/2025 10:00,CR-006,16-03-2025 10-00-00-CR-006,10.582769,-61.341406,Point Fortin,32.6,30.7,27.2,6.2,29.4,30.6,73.5,84.4,Rainy,Rainy,No
3/16/2025 10:00,CR-007,16-03-2025 10-00-00-CR-007,10.578663,-61.291224,Sangre Grande,5.4,20.5,9.3,22.5,27.8,30.5,76,79.5,Cloudy,Storm,No
3/16/2025 10:00,CR-008,16-03-2025 10-00-00-CR-008,10.5799,-61.255061,Arima,11.5,33.5,17.9,15.7,31.8,30.9,84.9,76.7,Cloudy,Cloudy,No
3/16/2025 10:00,CITY-PortofSpain,16-03-2025 10-00-00-CITY-PortofSpain,10.6678,-61.5189,Port of Spain,21.3,23.2,24.6,28.3,28.6,29,88.6,73.6,Clear,Rainy,No
3/16/2025 10:00,CITY-SanFernando,16-03-2025 10-00-00-CITY-SanFernando,10.28,-61.4595,San Fernando,37.2,34.1,5.5,28.4,26.1,24,82.9,83,Clear,Clear,No
3/16/2025 10:00,CITY-Chaguanas,16-03-2025 10-00-00-CITY-Chaguanas,10.5167,-61.4167,Chaguanas,34.2,25.1,6.9,7.9,31.1,31.3,70.2,88,Rainy,Rainy,No
3/16/2025 10:00,CITY-Arima,16-03-2025 10-00-00-CITY-Arima,10.6333,-61.2833,Arima,29.9,28.1,11.5,11.4,28.6,25.9,87.4,83.3,Clear,Clear,No
3/16/2025 10:00,CITY-PointFortin,16-03-2025 10-00-00-CITY-PointFortin,10.176,-61.6863,Point Fortin,41,18.1,6.9,9.8,26.6,26,67.2,62.1,Rainy,Clear,No
3/16/2025 10:00,CITY-SangreGrande,16-03-2025 10-00-00-CITY-SangreGrande,10.5833,-61.1167,Sangre Grande,0.9,21.9,21.3,22.9,27.2,29.1,75.5,61.3,Cloudy,Cloudy,No
3/16/2025 10:00,CITY-Couva,16-03-2025 10-00-00-CITY-Couva,10.4256,-61.4675,Couva,8.4,48.1,24.8,26.8,26.8,29,73.5,81.6,Rainy,Rainy,No
3/16/2025 10:00,CITY-PrincesTown,16-03-2025 10-00-00-CITY-PrincesTown,10.2711,-61.3711,Princes Town,5.9,39.9,18.8,24.6,28,30.8,74,74.8,Storm,Clear,No
3/16/2025 11:00,CR-001,16-03-2025 11-00-00-CR-001,10.62038,-61.466257,Port of Spain,47.6,29.3,16.9,26.8,29.7,31.6,70.8,85.8,Clear,Rainy,No
3/16/2025 11:00,CR-002,16-03-2025 11-00-00-CR-002,10.617247,-61.43931,Chaguanas,43,42,27.9,30,31.2,25.8,88.7,86.7,Rainy,Storm,No
3/16/2025 11:00,CR-003,16-03-2025 11-00-00-CR-003,10.616628,-61.420142,Couva,11.7,31.2,27.6,19.4,31.7,28.9,76.9,68,Rainy,Clear,No
3/16/2025 11:00,CR-004,16-03-2025 11-00-00-CR-004,10.609654,-61.395995,San Fernando,23.3,7.6,15.7,20.9,27.9,31.6,61.5,81.8,Clear,Clear,No
3/16/2025 11:00,CR-005,16-03-2025 11-00-00-CR-005,10.606111,-61.374422,Princes Town,14.9,39.8,15.8,9.3,25.7,28.4,69.7,60.5,Clear,Cloudy,No
3/16/2025 11:00,CR-006,16-03-2025 11-00-00-CR-006,10.582769,-61.341406,Point Fortin,23.4,19.5,25.5,27.1,30.8,25.7,74.7,75.3,Clear,Clear,No
3/16/2025 11:00,CR-007,16-03-2025 11-00-00-CR-007,10.578663,-61.291224,Sangre Grande,8.2,42.9,22.5,18.3,28.2,25.1,78.8,65.1,Storm,Storm,No
3/16/2025 11:00,CR-008,16-03-2025 11-00-00-CR-008,10.5799,-61.255061,Arima,37.4,8.2,19.4,15.7,28,26.5,63.7,83.9,Clear,Clear,No
3/16/2025 11:00,CITY-PortofSpain,16-03-2025 11-00-00-CITY-PortofSpain,10.6678,-61.5189,Port of Spain,22.3,14.1,5.6,7.2,26.5,28.2,67.8,68,Storm,Cloudy,No
3/16/2025 11:00,CITY-SanFernando,16-03-2025 11-00-00-CITY-SanFernando,10.28,-61.4595,San Fernando,1.8,22.4,16.1,26,25.3,28.1,65.9,75.4,Cloudy,Rainy,No
3/16/2025 11:00,CITY-Chaguanas,16-03-2025 11-00-00-CITY-Chaguanas,10.5167,-61.4167,Chaguanas,14.3,18.6,27.2,7.9,27,30.9,67.2,77.4,Cloudy,Cloudy,No
3/16/2025 11:00,CITY-Arima,16-03-2025 11-00-00-CITY-Arima,10.6333,-61.2833,Arima,36.8,25.7,6,15.4,26.8,30.1,65.5,86.1,Clear,Cloudy,No
3/16/2025 11:00,CITY-PointFortin,16-03-2025 11-00-00-CITY-PointFortin,10.176,-61.6863,Point Fortin,26.1,39.4,6.9,14.2,31.9,24.9,82.4,82.6,Clear,Clear,No
3/16/2025 11:00,CITY-SangreGrande,16-03-2025 11-00-00-CITY-SangreGrande,10.5833,-61.1167,Sangre Grande,33.3,39.4,25,22.4,26.4,30.9,66.6,60.1,Rainy,Rainy,No
3/16/2025 11:00,CITY-Couva,16-03-2025 11-00-00-CITY-Couva,10.4256,-61.4675,Couva,15.3,2.4,26.9,10.4,25.4,28.1,65.4,72.4,Storm,Storm,No
3/16/2025 11:00,CITY-PrincesTown,16-03-2025 11-00-00-CITY-PrincesTown,10.2711,-61.3711,Princes Town,18.8,33.4,22.8,20.2,31,25.3,86.5,76.5,Storm,Storm,No
3/16/2025 12:00,CR-001,16-03-2025 12-00-00-CR-001,10.62038,-61.466257,Port of Spain,26.2,22.6,11.1,18.1,27.2,30.2,89.4,85,Clear,Clear,No
3/16/2025 12:00,CR-002,16-03-2025 12-00-00-CR-002,10.617247,-61.43931,Chaguanas,50,24.6,16.7,11.1,26.3,24.8,71.6,77.2,Cloudy,Cloudy,No
3/16/2025 12:00,CR-003,16-03-2025 12-00-00-CR-003,10.616628,-61.420142,Couva,8.3,49.8,8.7,13.3,24.9,31.6,81.5,66.2,Clear,Clear,No
3/16/2025 12:00,CR-004,16-03-2025 12-00-00-CR-004,10.609654,-61.395995,San Fernando,25.5,31,15.9,5.3,27.5,29.2,83.1,86.4,Cloudy,Clear,No
3/16/2025 12:00,CR-005,16-03-2025 12-00-00-CR-005,10.606111,-61.374422,Princes Town,34.9,29.3,10.4,7.2,31.8,24.8,70.5,73.8,Clear,Rainy,No
3/16/2025 12:00,CR-006,16-03-2025 12-00-00-CR-006,10.582769,-61.341406,Point Fortin,0.1,16.9,29.9,20.7,25,30.7,81,80.5,Storm,Clear,No
3/16/2025 12:00,CR-007,16-03-2025 12-00-00-CR-007,10.578663,-61.291224,Sangre Grande,26.5,21.8,12.1,27.5,30.8,25.4,77.4,89.2,Storm,Storm,No
3/16/2025 12:00,CR-008,16-03-2025 12-00-00-CR-008,10.5799,-61.255061,Arima,4.3,31.7,17.4,6.2,27.9,27.9,71.5,80.7,Storm,Cloudy,No
3/16/2025 12:00,CITY-PortofSpain,16-03-2025 12-00-00-CITY-PortofSpain,10.6678,-61.5189,Port of Spain,22.3,46.5,19.7,11.8,31.2,27.6,77.1,81.3,Rainy,Rainy,No
3/16/2025 12:00,CITY-SanFernando,16-03-2025 12-00-00-CITY-SanFernando,10.28,-61.4595,San Fernando,40.6,17,14.3,15,25.4,24.1,62.1,87.9,Rainy,Rainy,No
3/16/2025 12:00,CITY-Chaguanas,16-03-2025 12-00-00-CITY-Chaguanas,10.5167,-61.4167,Chaguanas,27.6,0.3,5,26,27.7,30.9,60.6,71.9,Storm,Storm,No
3/16/2025 12:00,CITY-Arima,16-03-2025 12-00-00-CITY-Arima,10.6333,-61.2833,Arima,38.9,5.9,19.4,20.9,30.5,31.1,85.5,72.4,Rainy,Storm,No
3/16/2025 12:00,CITY-PointFortin,16-03-2025 12-00-00-CITY-PointFortin,10.176,-61.6863,Point Fortin,41.1,36.8,27.3,14,28,30.2,68.7,86,Cloudy,Storm,No
3/16/2025 12:00,CITY-SangreGrande,16-03-2025 12-00-00-CITY-SangreGrande,10.5833,-61.1167,Sangre Grande,3.4,23.1,13.5,21.4,28.6,26.3,70.6,83.8,Rainy,Storm,No
3/16/2025 12:00,CITY-Couva,16-03-2025 12-00-00-CITY-Couva,10.4256,-61.4675,Couva,13.9,19,9.5,18.8,28.7,31.5,82.4,78.6,Clear,Clear,No
3/16/2025 12:00,CITY-PrincesTown,16-03-2025 12-00-00-CITY-PrincesTown,10.2711,-61.3711,Princes Town,27.1,0.3,7.3,24.6,24.2,27.9,71.5,71.8,Cloudy,Cloudy,No
3/16/2025 13:00,CR-001,16-03-2025 13-00-00-CR-001,10.62038,-61.466257,Port of Spain,29,47.9,29.2,7.3,30.6,24.8,79.8,77.4,Clear,Rainy,No
3/16/2025 13:00,CR-002,16-03-2025 13-00-00-CR-002,10.617247,-61.43931,Chaguanas,36.6,28.2,5.4,5.9,29.1,27,74.3,74.3,Rainy,Storm,No
3/16/2025 13:00,CR-003,16-03-2025 13-00-00-CR-003,10.616628,-61.420142,Couva,46.7,8.7,19.9,9.1,28,25.8,68.2,85.6,Storm,Cloudy,No
