datestamp_gauge,hourly_timestamp,Average of sentiment_score,Sum of distance_to_gauge_km,Count of post_id,Cunupia,Piarco,St. Augustine,St. Helena
10-03-2025 02-00-00-CR-002,3/10/2025 2:00,0.105,9.62,5,3,2,0,0
10-03-2025 03-00-00-CR-001,3/10/2025 3:00,0.163888888888889,4.38,3,0,0,0,3
10-03-2025 03-00-00-CR-002,3/10/2025 3:00,0.0145833333333334,8.06,4,2,2,0,0
10-03-2025 03-00-00-CR-003,3/10/2025 3:00,-0.15,1.23,1,0,0,1,0
10-03-2025 04-00-00-CR-001,3/10/2025 4:00,-0.0291666666666666,2.92,2,0,0,0,2
10-03-2025 04-00-00-CR-002,3/10/2025 4:00,0.116666666666667,6.5,3,1,2,0,0
10-03-2025 05-00-00-CR-001,3/10/2025 5:00,0.2625,2.92,2,0,0,0,2
10-03-2025 05-00-00-CR-003,3/10/2025 5:00,0.2625,2.46,2,0,0,2,0
10-03-2025 06-00-00-CR-001,3/10/2025 6:00,-0.0999999999999998,5.84,4,0,0,0,4
10-03-2025 06-00-00-CR-002,3/10/2025 6:00,-0.0238095238095237,13.65,7,4,3,0,0
10-03-2025 06-00-00-CR-003,3/10/2025 6:00,0.0708333333333334,7.38,6,0,0,6,0
10-03-2025 07-00-00-CR-002,3/10/2025 7:00,0.341666666666667,4.68,3,3,0,0,0
10-03-2025 07-00-00-CR-003,3/10/2025 7:00,-0.191666666666666,1.23,1,0,0,1,0
10-03-2025 08-00-00-CR-002,3/10/2025 8:00,-0.0888888888888889,12.09,6,3,3,0,0
10-03-2025 08-00-00-CR-003,3/10/2025 8:00,-0.15,1.23,1,0,0,1,0
10-03-2025 09-00-00-CR-001,3/10/2025 9:00,-0.191666666666666,1.46,1,0,0,0,1
10-03-2025 09-00-00-CR-002,3/10/2025 9:00,0.2625,4.03,2,1,1,0,0
10-03-2025 09-00-00-CR-003,3/10/2025 9:00,-0.3,1.23,1,0,0,1,0
10-03-2025 10-00-00-CR-002,3/10/2025 10:00,0.3125,8.06,4,2,2,0,0
10-03-2025 10-00-00-CR-003,3/10/2025 10:00,0.5,1.23,1,0,0,1,0
10-03-2025 11-00-00-CR-001,3/10/2025 11:00,-0.191666666666666,1.46,1,0,0,0,1
10-03-2025 11-00-00-CR-002,3/10/2025 11:00,-0.191666666666666,2.47,1,0,1,0,0
10-03-2025 11-00-00-CR-003,3/10/2025 11:00,0.34375,4.92,4,0,0,4,0
10-03-2025 12-00-00-CR-001,3/10/2025 12:00,-0.0875,2.92,2,0,0,0,2
10-03-2025 12-00-00-CR-002,3/10/2025 12:00,0.113333333333333,9.62,5,3,2,0,0
10-03-2025 12-00-00-CR-003,3/10/2025 12:00,0,2.46,2,0,0,2,0
10-03-2025 13-00-00-CR-002,3/10/2025 13:00,-0.0277777777777777,5.59,3,2,1,0,0
10-03-2025 14-00-00-CR-001,3/10/2025 14:00,-0.108333333333333,4.38,3,0,0,0,3
10-03-2025 14-00-00-CR-002,3/10/2025 14:00,0.0555555555555556,6.5,3,1,2,0,0
10-03-2025 14-00-00-CR-003,3/10/2025 14:00,-0.3,1.23,1,0,0,1,0
10-03-2025 15-00-00-CR-001,3/10/2025 15:00,0,1.46,1,0,0,0,1
10-03-2025 15-00-00-CR-003,3/10/2025 15:00,0.183333333333334,4.92,4,0,0,4,0
10-03-2025 16-00-00-CR-001,3/10/2025 16:00,0.15,5.84,4,0,0,0,4
10-03-2025 16-00-00-CR-002,3/10/2025 16:00,0.4,2.47,1,0,1,0,0
10-03-2025 16-00-00-CR-003,3/10/2025 16:00,0.2625,2.46,2,0,0,2,0
10-03-2025 17-00-00-CR-001,3/10/2025 17:00,-0.225,2.92,2,0,0,0,2
10-03-2025 17-00-00-CR-002,3/10/2025 17:00,0.202083333333333,16.12,8,4,4,0,0
10-03-2025 17-00-00-CR-003,3/10/2025 17:00,-0.0694444444444444,3.69,3,0,0,3,0
10-03-2025 18-00-00-CR-001,3/10/2025 18:00,0.111111111111111,4.38,3,0,0,0,3
10-03-2025 18-00-00-CR-002,3/10/2025 18:00,-0.0875,3.12,2,2,0,0,0
10-03-2025 18-00-00-CR-003,3/10/2025 18:00,-0.158333333333333,3.69,3,0,0,3,0
10-03-2025 19-00-00-CR-002,3/10/2025 19:00,0.125,4.94,2,0,2,0,0
10-03-2025 19-00-00-CR-003,3/10/2025 19:00,-0.0125,2.46,2,0,0,2,0
10-03-2025 20-00-00-CR-002,3/10/2025 20:00,0.0958333333333334,13,6,2,4,0,0
10-03-2025 20-00-00-CR-003,3/10/2025 20:00,0.125,1.23,1,0,0,1,0
10-03-2025 21-00-00-CR-001,3/10/2025 21:00,-0.0305555555555555,4.38,3,0,0,0,3
10-03-2025 21-00-00-CR-002,3/10/2025 21:00,0.0652777777777778,10.27,6,5,1,0,0
10-03-2025 21-00-00-CR-003,3/10/2025 21:00,-0.0875,2.46,2,0,0,2,0
10-03-2025 22-00-00-CR-001,3/10/2025 22:00,0.125,1.46,1,0,0,0,1
10-03-2025 22-00-00-CR-002,3/10/2025 22:00,0.0142857142857143,13.65,7,4,3,0,0
10-03-2025 22-00-00-CR-003,3/10/2025 22:00,-0.3,1.23,1,0,0,1,0
10-03-2025 23-00-00-CR-001,3/10/2025 23:00,0.5,1.46,1,0,0,0,1
10-03-2025 23-00-00-CR-002,3/10/2025 23:00,0.0104166666666667,8.06,4,2,2,0,0
11-03-2025 00-00-00-CR-001,3/11/2025 0:00,0.125,1.46,1,0,0,0,1
11-03-2025 00-00-00-CR-002,3/11/2025 0:00,0.166666666666667,5.59,3,2,1,0,0
11-03-2025 01-00-00-CR-001,3/11/2025 1:00,-0.0166666666666666,4.38,3,0,0,0,3
11-03-2025 01-00-00-CR-002,3/11/2025 1:00,0.0833333333333333,5.59,3,2,1,0,0
11-03-2025 02-00-00-CR-002,3/11/2025 2:00,-0.0805555555555553,6.5,3,1,2,0,0
11-03-2025 02-00-00-CR-003,3/11/2025 2:00,0.125,1.23,1,0,0,1,0
11-03-2025 03-00-00-CR-001,3/11/2025 3:00,-0.095,7.3,5,0,0,0,5
11-03-2025 03-00-00-CR-002,3/11/2025 3:00,0.0194444444444447,6.5,3,1,2,0,0
11-03-2025 03-00-00-CR-003,3/11/2025 3:00,-0.3,1.23,1,0,0,1,0
11-03-2025 04-00-00-CR-002,3/11/2025 4:00,0.17,12.35,5,0,5,0,0
11-03-2025 04-00-00-CR-003,3/11/2025 4:00,-0.0333333333333333,1.23,1,0,0,1,0
11-03-2025 05-00-00-CR-001,3/11/2025 5:00,-0.0166666666666666,4.38,3,0,0,0,3
11-03-2025 05-00-00-CR-002,3/11/2025 5:00,0.169791666666667,16.12,8,4,4,0,0
11-03-2025 06-00-00-CR-001,3/11/2025 6:00,0.15,5.84,4,0,0,0,4
11-03-2025 06-00-00-CR-002,3/11/2025 6:00,-0.00416666666666648,7.15,4,3,1,0,0
11-03-2025 06-00-00-CR-003,3/11/2025 6:00,0.0500000000000001,2.46,2,0,0,2,0
11-03-2025 07-00-00-CR-001,3/11/2025 7:00,0.197222222222222,4.38,3,0,0,0,3
11-03-2025 07-00-00-CR-002,3/11/2025 7:00,-0.05,8.97,4,1,3,0,0
11-03-2025 07-00-00-CR-003,3/11/2025 7:00,0.197222222222222,3.69,3,0,0,3,0
11-03-2025 08-00-00-CR-001,3/11/2025 8:00,0,1.46,1,0,0,0,1
11-03-2025 08-00-00-CR-002,3/11/2025 8:00,0.25,8.97,4,1,3,0,0
11-03-2025 08-00-00-CR-003,3/11/2025 8:00,-0.0333333333333333,1.23,1,0,0,1,0
11-03-2025 09-00-00-CR-002,3/11/2025 9:00,0.0300000000000001,10.53,5,2,3,0,0
11-03-2025 09-00-00-CR-003,3/11/2025 9:00,-0.15,1.23,1,0,0,1,0
11-03-2025 10-00-00-CR-002,3/11/2025 10:00,0.0333333333333333,5.59,3,2,1,0,0
11-03-2025 10-00-00-CR-003,3/11/2025 10:00,-0.15,1.23,1,0,0,1,0
11-03-2025 11-00-00-CR-002,3/11/2025 11:00,-0.0166666666666666,5.59,3,2,1,0,0
11-03-2025 12-00-00-CR-001,3/11/2025 12:00,0.05,7.3,5,0,0,0,5
11-03-2025 12-00-00-CR-002,3/11/2025 12:00,-0.0125,4.03,2,1,1,0,0
11-03-2025 12-00-00-CR-003,3/11/2025 12:00,0.2375,2.46,2,0,0,2,0
11-03-2025 13-00-00-CR-001,3/11/2025 13:00,-0.0833333333333331,4.38,3,0,0,0,3
11-03-2025 13-00-00-CR-002,3/11/2025 13:00,-0.141666666666666,9.62,5,3,2,0,0
11-03-2025 13-00-00-CR-003,3/11/2025 13:00,-0.0666666666666666,3.69,3,0,0,3,0
11-03-2025 14-00-00-CR-001,3/11/2025 14:00,-0.263888888888889,4.38,3,0,0,0,3
11-03-2025 14-00-00-CR-002,3/11/2025 14:00,0,4.94,2,0,2,0,0
11-03-2025 14-00-00-CR-003,3/11/2025 14:00,-0.225,2.46,2,0,0,2,0
11-03-2025 15-00-00-CR-002,3/11/2025 15:00,0.0333333333333333,10.53,5,2,3,0,0
11-03-2025 15-00-00-CR-003,3/11/2025 15:00,0.1,2.46,2,0,0,2,0
11-03-2025 16-00-00-CR-001,3/11/2025 16:00,-0.1625,2.92,2,0,0,0,2
11-03-2025 16-00-00-CR-002,3/11/2025 16:00,0.197222222222222,6.5,3,1,2,0,0
11-03-2025 16-00-00-CR-003,3/11/2025 16:00,-0.0861111111111107,3.69,3,0,0,3,0
11-03-2025 17-00-00-CR-002,3/11/2025 17:00,-0.033333333333333,4.94,2,0,2,0,0
11-03-2025 17-00-00-CR-003,3/11/2025 17:00,0.45,2.46,2,0,0,2,0
11-03-2025 18-00-00-CR-001,3/11/2025 18:00,-0.191666666666666,1.46,1,0,0,0,1
11-03-2025 18-00-00-CR-002,3/11/2025 18:00,0.0666666666666667,5.59,3,2,1,0,0
11-03-2025 18-00-00-CR-003,3/11/2025 18:00,0,1.23,1,0,0,1,0
11-03-2025 19-00-00-CR-001,3/11/2025 19:00,-0.0249999999999999,1.46,1,0,0,0,1
11-03-2025 19-00-00-CR-002,3/11/2025 19:00,0.07,9.62,5,3,2,0,0
11-03-2025 19-00-00-CR-003,3/11/2025 19:00,0.216666666666667,3.69,3,0,0,3,0
11-03-2025 20-00-00-CR-001,3/11/2025 20:00,-0.0249999999999999,1.46,1,0,0,0,1
11-03-2025 20-00-00-CR-002,3/11/2025 20:00,-0.133333333333333,7.15,4,3,1,0,0
11-03-2025 20-00-00-CR-003,3/11/2025 20:00,0.0388888888888893,3.69,3,0,0,3,0
11-03-2025 21-00-00-CR-001,3/11/2025 21:00,0.0500000000000001,2.92,2,0,0,0,2
11-03-2025 21-00-00-CR-002,3/11/2025 21:00,-0.0583333333333332,10.53,5,2,3,0,0
11-03-2025 22-00-00-CR-001,3/11/2025 22:00,0,1.46,1,0,0,0,1
11-03-2025 22-00-00-CR-002,3/11/2025 22:00,0.0833333333333335,8.97,4,1,3,0,0
11-03-2025 22-00-00-CR-003,3/11/2025 22:00,0.125,2.46,2,0,0,2,0
11-03-2025 23-00-00-CR-001,3/11/2025 23:00,0.0625,2.92,2,0,0,0,2
11-03-2025 23-00-00-CR-002,3/11/2025 23:00,0.0541666666666667,8.06,4,2,2,0,0
12-03-2025 00-00-00-CR-001,3/12/2025 0:00,-0.0694444444444444,4.38,3,0,0,0,3
12-03-2025 00-00-00-CR-002,3/12/2025 0:00,-0.160416666666667,8.06,4,2,2,0,0
12-03-2025 00-00-00-CR-003,3/12/2025 0:00,0.4,1.23,1,0,0,1,0
12-03-2025 01-00-00-CR-001,3/12/2025 1:00,-0.170833333333333,5.84,4,0,0,0,4
12-03-2025 01-00-00-CR-002,3/12/2025 1:00,-0.095833333333333,4.03,2,1,1,0,0
12-03-2025 01-00-00-CR-003,3/12/2025 1:00,0.133333333333333,3.69,3,0,0,3,0
12-03-2025 02-00-00-CR-001,3/12/2025 2:00,-0.0249999999999999,1.46,1,0,0,0,1
12-03-2025 02-00-00-CR-002,3/12/2025 2:00,-0.0125,4.03,2,1,1,0,0
12-03-2025 03-00-00-CR-001,3/12/2025 3:00,0.1875,2.92,2,0,0,0,2
12-03-2025 03-00-00-CR-002,3/12/2025 3:00,0.0458333333333334,3.12,2,2,0,0,0
12-03-2025 04-00-00-CR-001,3/12/2025 4:00,0.4,1.46,1,0,0,0,1
12-03-2025 04-00-00-CR-002,3/12/2025 4:00,0.5,2.47,1,0,1,0,0
12-03-2025 05-00-00-CR-002,3/12/2025 5:00,-0.0447916666666665,15.21,8,5,3,0,0
12-03-2025 05-00-00-CR-003,3/12/2025 5:00,0.125,1.23,1,0,0,1,0
12-03-2025 06-00-00-CR-001,3/12/2025 6:00,-0.3,2.92,2,0,0,0,2
12-03-2025 06-00-00-CR-002,3/12/2025 6:00,0.0883333333333334,12.35,5,0,5,0,0
12-03-2025 06-00-00-CR-003,3/12/2025 6:00,-0.0333333333333333,1.23,1,0,0,1,0
12-03-2025 07-00-00-CR-001,3/12/2025 7:00,-0.191666666666666,1.46,1,0,0,0,1
12-03-2025 07-00-00-CR-002,3/12/2025 7:00,0.0854166666666667,8.97,4,1,3,0,0
12-03-2025 08-00-00-CR-001,3/12/2025 8:00,0.0666666666666667,4.38,3,0,0,0,3
12-03-2025 08-00-00-CR-002,3/12/2025 8:00,0.1875,4.94,2,0,2,0,0
12-03-2025 08-00-00-CR-003,3/12/2025 8:00,-0.108333333333333,2.46,2,0,0,2,0
12-03-2025 09-00-00-CR-001,3/12/2025 9:00,0.116666666666667,4.38,3,0,0,0,3
12-03-2025 09-00-00-CR-002,3/12/2025 9:00,-0.1625,4.03,2,1,1,0,0
12-03-2025 09-00-00-CR-003,3/12/2025 9:00,-0.0125,2.46,2,0,0,2,0
12-03-2025 10-00-00-CR-001,3/12/2025 10:00,0.4,1.46,1,0,0,0,1
12-03-2025 10-00-00-CR-002,3/12/2025 10:00,0.0833333333333333,6.5,3,1,2,0,0
12-03-2025 10-00-00-CR-003,3/12/2025 10:00,0.115277777777778,7.38,6,0,0,6,0
12-03-2025 11-00-00-CR-001,3/12/2025 11:00,0.01875,5.84,4,0,0,0,4
12-03-2025 11-00-00-CR-002,3/12/2025 11:00,-0.0583333333333333,8.06,4,2,2,0,0
12-03-2025 11-00-00-CR-003,3/12/2025 11:00,0.197222222222222,3.69,3,0,0,3,0
12-03-2025 12-00-00-CR-001,3/12/2025 12:00,-0.191666666666666,1.46,1,0,0,0,1
12-03-2025 12-00-00-CR-002,3/12/2025 12:00,0.4,1.56,1,1,0,0,0
12-03-2025 12-00-00-CR-003,3/12/2025 12:00,0.4,1.23,1,0,0,1,0
12-03-2025 13-00-00-CR-001,3/12/2025 13:00,-0.191666666666666,1.46,1,0,0,0,1
12-03-2025 13-00-00-CR-002,3/12/2025 13:00,-0.0549999999999998,10.53,5,2,3,0,0
12-03-2025 13-00-00-CR-003,3/12/2025 13:00,0.163888888888889,3.69,3,0,0,3,0
12-03-2025 14-00-00-CR-001,3/12/2025 14:00,0.5,1.46,1,0,0,0,1
12-03-2025 14-00-00-CR-002,3/12/2025 14:00,-0.0444444444444443,13,6,2,4,0,0
12-03-2025 15-00-00-CR-001,3/12/2025 15:00,-0.0916666666666667,2.92,2,0,0,0,2
12-03-2025 15-00-00-CR-002,3/12/2025 15:00,0.0250000000000001,12.09,6,3,3,0,0
12-03-2025 15-00-00-CR-003,3/12/2025 15:00,0.0104166666666667,4.92,4,0,0,4,0
12-03-2025 16-00-00-CR-001,3/12/2025 16:00,0.116666666666667,7.3,5,0,0,0,5
12-03-2025 16-00-00-CR-002,3/12/2025 16:00,0.147222222222222,7.41,3,0,3,0,0
12-03-2025 16-00-00-CR-003,3/12/2025 16:00,-0.170833333333333,2.46,2,0,0,2,0
12-03-2025 17-00-00-CR-001,3/12/2025 17:00,0.0583333333333334,7.3,5,0,0,0,5
12-03-2025 17-00-00-CR-002,3/12/2025 17:00,-0.0549999999999998,9.62,5,3,2,0,0
12-03-2025 17-00-00-CR-003,3/12/2025 17:00,0.0500000000000001,2.46,2,0,0,2,0
12-03-2025 18-00-00-CR-001,3/12/2025 18:00,0.5,1.46,1,0,0,0,1
12-03-2025 18-00-00-CR-002,3/12/2025 18:00,0.0541666666666667,11.18,6,4,2,0,0
12-03-2025 18-00-00-CR-003,3/12/2025 18:00,0.5,1.23,1,0,0,1,0
12-03-2025 20-00-00-CR-001,3/12/2025 20:00,-0.0166666666666667,2.92,2,0,0,0,2
12-03-2025 20-00-00-CR-002,3/12/2025 20:00,-0.141666666666666,9.62,5,3,2,0,0
12-03-2025 20-00-00-CR-003,3/12/2025 20:00,0.0316666666666668,6.15,5,0,0,5,0
12-03-2025 21-00-00-CR-001,3/12/2025 21:00,-0.166666666666667,2.92,2,0,0,0,2
12-03-2025 21-00-00-CR-002,3/12/2025 21:00,0.0222222222222223,6.5,3,1,2,0,0
12-03-2025 21-00-00-CR-003,3/12/2025 21:00,0.4,1.23,1,0,0,1,0
12-03-2025 22-00-00-CR-001,3/12/2025 22:00,-0.095833333333333,2.92,2,0,0,0,2
12-03-2025 22-00-00-CR-002,3/12/2025 22:00,0.125,2.47,1,0,1,0,0
12-03-2025 22-00-00-CR-003,3/12/2025 22:00,-0.15,2.46,2,0,0,2,0
12-03-2025 23-00-00-CR-002,3/12/2025 23:00,0.075,6.5,3,1,2,0,0
12-03-2025 23-00-00-CR-003,3/12/2025 23:00,0.466666666666667,3.69,3,0,0,3,0
13-03-2025 00-00-00-CR-001,3/13/2025 0:00,-0.170833333333333,2.92,2,0,0,0,2
13-03-2025 00-00-00-CR-002,3/13/2025 0:00,0.125,2.47,1,0,1,0,0
13-03-2025 00-00-00-CR-003,3/13/2025 0:00,0.111111111111111,3.69,3,0,0,3,0
13-03-2025 01-00-00-CR-001,3/13/2025 1:00,-0.033333333333333,2.92,2,0,0,0,2
13-03-2025 01-00-00-CR-002,3/13/2025 1:00,0.05625,8.06,4,2,2,0,0
13-03-2025 02-00-00-CR-001,3/13/2025 2:00,-0.191666666666666,1.46,1,0,0,0,1
13-03-2025 02-00-00-CR-002,3/13/2025 2:00,0.002777777777778,5.59,3,2,1,0,0
13-03-2025 02-00-00-CR-003,3/13/2025 2:00,0.0875,4.92,4,0,0,4,0
13-03-2025 03-00-00-CR-001,3/13/2025 3:00,0.0611111111111114,4.38,3,0,0,0,3
13-03-2025 03-00-00-CR-002,3/13/2025 3:00,0.108333333333333,7.15,4,3,1,0,0
13-03-2025 03-00-00-CR-003,3/13/2025 3:00,0.125,2.46,2,0,0,2,0
13-03-2025 04-00-00-CR-001,3/13/2025 4:00,-0.075,2.92,2,0,0,0,2
13-03-2025 04-00-00-CR-002,3/13/2025 4:00,-0.0333333333333333,2.47,1,0,1,0,0
13-03-2025 05-00-00-CR-001,3/13/2025 5:00,-0.0249999999999999,1.46,1,0,0,0,1
13-03-2025 05-00-00-CR-002,3/13/2025 5:00,0.00277777777777801,6.5,3,1,2,0,0
13-03-2025 05-00-00-CR-003,3/13/2025 5:00,0.125,1.23,1,0,0,1,0
13-03-2025 06-00-00-CR-001,3/13/2025 6:00,0.216666666666667,4.38,3,0,0,0,3
13-03-2025 06-00-00-CR-002,3/13/2025 6:00,-0.0604166666666665,8.06,4,2,2,0,0
13-03-2025 07-00-00-CR-002,3/13/2025 7:00,0.0319444444444447,12.09,6,3,3,0,0
13-03-2025 08-00-00-CR-001,3/13/2025 8:00,0.116666666666667,4.38,3,0,0,0,3
13-03-2025 08-00-00-CR-002,3/13/2025 8:00,-0.070833333333333,8.06,4,2,2,0,0
13-03-2025 08-00-00-CR-003,3/13/2025 8:00,-0.0333333333333333,1.23,1,0,0,1,0
13-03-2025 09-00-00-CR-001,3/13/2025 9:00,-0.3,1.46,1,0,0,0,1
13-03-2025 09-00-00-CR-002,3/13/2025 9:00,-0.033333333333333,3.12,2,2,0,0,0
13-03-2025 09-00-00-CR-003,3/13/2025 9:00,-0.191666666666666,1.23,1,0,0,1,0
13-03-2025 10-00-00-CR-001,3/13/2025 10:00,0.125,4.38,3,0,0,0,3
13-03-2025 10-00-00-CR-002,3/13/2025 10:00,0.0416666666666667,8.97,4,1,3,0,0
13-03-2025 10-00-00-CR-003,3/13/2025 10:00,0.3125,2.46,2,0,0,2,0
13-03-2025 11-00-00-CR-002,3/13/2025 11:00,0.139583333333333,8.06,4,2,2,0,0
13-03-2025 11-00-00-CR-003,3/13/2025 11:00,-0.108333333333333,3.69,3,0,0,3,0
13-03-2025 12-00-00-CR-001,3/13/2025 12:00,0.325,4.38,3,0,0,0,3
13-03-2025 12-00-00-CR-002,3/13/2025 12:00,0.05625,7.15,4,3,1,0,0
13-03-2025 13-00-00-CR-001,3/13/2025 13:00,-0.0333333333333333,1.46,1,0,0,0,1
13-03-2025 13-00-00-CR-002,3/13/2025 13:00,0.0222222222222224,11.18,6,4,2,0,0
13-03-2025 13-00-00-CR-003,3/13/2025 13:00,0.0333333333333334,3.69,3,0,0,3,0
13-03-2025 14-00-00-CR-001,3/13/2025 14:00,0.154166666666667,5.84,4,0,0,0,4
13-03-2025 14-00-00-CR-002,3/13/2025 14:00,-0.0875,4.94,2,0,2,0,0
13-03-2025 14-00-00-CR-003,3/13/2025 14:00,0.0458333333333334,2.46,2,0,0,2,0
13-03-2025 15-00-00-CR-002,3/13/2025 15:00,-0.0849999999999999,11.44,5,1,4,0,0
13-03-2025 16-00-00-CR-001,3/13/2025 16:00,0.125,1.46,1,0,0,0,1
13-03-2025 16-00-00-CR-002,3/13/2025 16:00,0.116666666666667,7.41,3,0,3,0,0
13-03-2025 16-00-00-CR-003,3/13/2025 16:00,0,1.23,1,0,0,1,0
13-03-2025 17-00-00-CR-001,3/13/2025 17:00,0.0430555555555557,8.76,6,0,0,0,6
13-03-2025 17-00-00-CR-002,3/13/2025 17:00,-0.0216666666666667,10.53,5,2,3,0,0
13-03-2025 17-00-00-CR-003,3/13/2025 17:00,0.183333333333333,2.46,2,0,0,2,0
13-03-2025 18-00-00-CR-001,3/13/2025 18:00,-0.111111111111111,4.38,3,0,0,0,3
13-03-2025 18-00-00-CR-002,3/13/2025 18:00,0.0166666666666667,8.97,4,1,3,0,0
13-03-2025 19-00-00-CR-001,3/13/2025 19:00,0.125,1.46,1,0,0,0,1
13-03-2025 19-00-00-CR-002,3/13/2025 19:00,0.04,10.53,5,2,3,0,0
13-03-2025 19-00-00-CR-003,3/13/2025 19:00,-0.0333333333333333,1.23,1,0,0,1,0
13-03-2025 20-00-00-CR-001,3/13/2025 20:00,0.108333333333333,4.38,3,0,0,0,3
13-03-2025 20-00-00-CR-002,3/13/2025 20:00,-0.0249999999999999,2.47,1,0,1,0,0
13-03-2025 20-00-00-CR-003,3/13/2025 20:00,0.4,1.23,1,0,0,1,0
13-03-2025 21-00-00-CR-001,3/13/2025 21:00,0,1.46,1,0,0,0,1
13-03-2025 21-00-00-CR-002,3/13/2025 21:00,0.0555555555555556,5.59,3,2,1,0,0
13-03-2025 21-00-00-CR-003,3/13/2025 21:00,-0.15,1.23,1,0,0,1,0
13-03-2025 22-00-00-CR-001,3/13/2025 22:00,-0.3,1.46,1,0,0,0,1
13-03-2025 22-00-00-CR-002,3/13/2025 22:00,0.17,10.53,5,2,3,0,0
13-03-2025 22-00-00-CR-003,3/13/2025 22:00,0.20625,4.92,4,0,0,4,0
13-03-2025 23-00-00-CR-001,3/13/2025 23:00,0.0854166666666667,5.84,4,0,0,0,4
13-03-2025 23-00-00-CR-002,3/13/2025 23:00,0.163888888888889,6.5,3,1,2,0,0
14-03-2025 00-00-00-CR-001,3/14/2025 0:00,-0.0666666666666666,4.38,3,0,0,0,3
14-03-2025 00-00-00-CR-002,3/14/2025 0:00,0.0066666666666668,10.53,5,2,3,0,0
14-03-2025 00-00-00-CR-003,3/14/2025 0:00,0.4,1.23,1,0,0,1,0
14-03-2025 01-00-00-CR-001,3/14/2025 1:00,-0.15,1.46,1,0,0,0,1
14-03-2025 01-00-00-CR-002,3/14/2025 1:00,-0.0194444444444443,12.09,6,3,3,0,0
14-03-2025 01-00-00-CR-003,3/14/2025 1:00,-0.158333333333333,3.69,3,0,0,3,0
14-03-2025 02-00-00-CR-001,3/14/2025 2:00,0.4,1.46,1,0,0,0,1
14-03-2025 02-00-00-CR-002,3/14/2025 2:00,-0.15,2.47,1,0,1,0,0
14-03-2025 02-00-00-CR-003,3/14/2025 2:00,0.05,2.46,2,0,0,2,0
14-03-2025 03-00-00-CR-002,3/14/2025 3:00,0.0277777777777779,19.5,9,3,6,0,0
14-03-2025 03-00-00-CR-003,3/14/2025 3:00,0.125,2.46,2,0,0,2,0
14-03-2025 04-00-00-CR-001,3/14/2025 4:00,0.5,1.46,1,0,0,0,1
14-03-2025 04-00-00-CR-002,3/14/2025 4:00,-0.0249999999999999,2.47,1,0,1,0,0
14-03-2025 04-00-00-CR-003,3/14/2025 4:00,0,2.46,2,0,0,2,0
14-03-2025 05-00-00-CR-001,3/14/2025 5:00,0.45,2.92,2,0,0,0,2
14-03-2025 05-00-00-CR-002,3/14/2025 5:00,0,1.56,1,1,0,0,0
14-03-2025 05-00-00-CR-003,3/14/2025 5:00,0.4,1.23,1,0,0,1,0
14-03-2025 06-00-00-CR-001,3/14/2025 6:00,-0.075,2.92,2,0,0,0,2
14-03-2025 06-00-00-CR-002,3/14/2025 6:00,-0.0999999999999998,7.15,4,3,1,0,0
14-03-2025 06-00-00-CR-003,3/14/2025 6:00,0.00833333333333352,4.92,4,0,0,4,0
14-03-2025 07-00-00-CR-001,3/14/2025 7:00,-0.0125,2.92,2,0,0,0,2
14-03-2025 07-00-00-CR-002,3/14/2025 7:00,-0.141666666666666,9.62,5,3,2,0,0
14-03-2025 07-00-00-CR-003,3/14/2025 7:00,0.125,1.23,1,0,0,1,0
14-03-2025 08-00-00-CR-001,3/14/2025 8:00,-0.15,1.46,1,0,0,0,1
14-03-2025 08-00-00-CR-002,3/14/2025 8:00,0.125,4.03,2,1,1,0,0
14-03-2025 08-00-00-CR-003,3/14/2025 8:00,0.0500000000000001,2.46,2,0,0,2,0
14-03-2025 09-00-00-CR-001,3/14/2025 9:00,-0.075,2.92,2,0,0,0,2
14-03-2025 09-00-00-CR-002,3/14/2025 9:00,0.4,1.56,1,1,0,0,0
14-03-2025 09-00-00-CR-003,3/14/2025 9:00,-0.0541666666666667,4.92,4,0,0,4,0
14-03-2025 10-00-00-CR-001,3/14/2025 10:00,0.104166666666667,2.92,2,0,0,0,2
14-03-2025 10-00-00-CR-002,3/14/2025 10:00,0.0541666666666667,8.97,4,1,3,0,0
14-03-2025 10-00-00-CR-003,3/14/2025 10:00,-0.191666666666666,1.23,1,0,0,1,0
14-03-2025 11-00-00-CR-002,3/14/2025 11:00,0.2375,3.12,2,2,0,0,0
14-03-2025 11-00-00-CR-003,3/14/2025 11:00,0.3125,2.46,2,0,0,2,0
14-03-2025 12-00-00-CR-001,3/14/2025 12:00,0.208333333333333,4.38,3,0,0,0,3
14-03-2025 12-00-00-CR-002,3/14/2025 12:00,0.22,9.62,5,3,2,0,0
14-03-2025 12-00-00-CR-003,3/14/2025 12:00,0.5,1.23,1,0,0,1,0
14-03-2025 13-00-00-CR-001,3/14/2025 13:00,0.5,2.92,2,0,0,0,2
14-03-2025 13-00-00-CR-002,3/14/2025 13:00,-0.0208333333333333,8.97,4,1,3,0,0
14-03-2025 14-00-00-CR-001,3/14/2025 14:00,0.175,4.38,3,0,0,0,3
14-03-2025 14-00-00-CR-002,3/14/2025 14:00,-0.0555555555555553,13.91,6,1,5,0,0
14-03-2025 14-00-00-CR-003,3/14/2025 14:00,0.05,2.46,2,0,0,2,0
14-03-2025 15-00-00-CR-001,3/14/2025 15:00,0.125,1.46,1,0,0,0,1
